time_seconds,rpm,time
39.04,7342,39040
39.047,7351,39047
39.053,7351,39053
39.06,7338,39060
39.067,7318,39067
39.073,7318,39073
39.08,7355,39080
39.087,7376,39087
39.093,7376,39093
39.1,7340,39100
39.107,7313,39107
39.113,7313,39113
39.12,7367,39120
39.127,7399,39127
39.133,7399,39133
39.14,7358,39140
39.147,7339,39147
39.153,7339,39153
39.16,7368,39160
39.167,7400,39167
39.173,7400,39173
39.18,7385,39180
39.187,7354,39187
39.193,7354,39193
39.2,7342,39200
39.207,7387,39207
39.213,7387,39213
39.22,7417,39220
39.227,7381,39227
39.233,7381,39233
39.24,7341,39240
39.247,7364,39247
39.253,7364,39253
39.26,7422,39260
39.267,7410,39267
39.273,7410,39273
39.28,7345,39280
39.287,7357,39287
39.293,7357,39293
39.3,7419,39300
39.307,7422,39307
39.313,7422,39313
39.32,7379,39320
39.327,7363,39327
39.333,7363,39333
39.34,7406,39340
39.347,7431,39347
39.353,7431,39353
39.36,7420,39360
39.367,7390,39367
39.373,7390,39373
39.38,7389,39380
39.387,7406,39387
39.393,7406,39393
39.4,7418,39400
39.407,7416,39407
39.413,7416,39413
39.42,7418,39420
39.427,7421,39427
39.433,7421,39433
39.44,7423,39440
39.447,7415,39447
39.453,7415,39453
39.46,7416,39460
39.467,7430,39467
39.473,7430,39473
39.48,7439,39480
39.487,7434,39487
39.493,7434,39493
39.5,7430,39500
39.507,7437,39507
39.513,7437,39513
39.52,7423,39520
39.527,7417,39527
39.533,7417,39533
39.54,7429,39540
39.547,7444,39547
39.553,7444,39553
39.56,7443,39560
39.567,7420,39567
39.573,7420,39573
39.58,7444,39580
39.587,7466,39587
39.593,7466,39593
39.6,7453,39600
39.607,7429,39607
39.613,7429,39613
39.62,7447,39620
39.627,7480,39627
39.633,7480,39633
39.64,7469,39640
39.647,7453,39647
39.653,7453,39653
39.66,7454,39660
39.667,7464,39667
39.673,7464,39673
39.68,7463,39680
39.687,7457,39687
39.693,7457,39693
39.7,7453,39700
39.707,7461,39707
39.713,7461,39713
39.72,7470,39720
39.727,7469,39727
39.733,7469,39733
39.74,7461,39740
39.747,7471,39747
39.753,7471,39753
39.76,7479,39760
39.767,7485,39767
39.773,7485,39773
39.78,7474,39780
39.787,7453,39787
39.793,7453,39793
39.8,7478,39800
39.807,7506,39807
39.813,7506,39813
39.82,7481,39820
39.827,7465,39827
39.833,7465,39833
39.84,7494,39840
39.847,7513,39847
39.853,7513,39853
39.86,7508,39860
39.867,7504,39867
39.873,7504,39873
39.88,7492,39880
39.887,7496,39887
39.893,7496,39893
39.9,7516,39900
39.907,7501,39907
39.913,7501,39913
39.92,7490,39920
39.927,7495,39927
39.933,7495,39933
39.94,7494,39940
39.947,7518,39947
39.953,7518,39953
39.96,7510,39960
39.967,7490,39967
39.973,7490,39973
39.98,7486,39980
39.987,7506,39987
39.993,7506,39993
40,7529,40000
40.007,7532,40007
40.013,7532,40013
40.02,7525,40020
40.027,7529,40027
40.033,7529,40033
40.04,7530,40040
40.047,7533,40047
40.053,7533,40053
40.06,7541,40060
40.067,7537,40067
40.073,7537,40073
40.08,7512,40080
40.087,7518,40087
40.093,7518,40093
40.1,7554,40100
40.107,7553,40107
40.113,7553,40113
40.12,7508,40120
40.127,7507,40127
40.133,7507,40133
40.14,7551,40140
40.147,7546,40147
40.153,7546,40153
40.16,7515,40160
40.167,7530,40167
40.173,7530,40173
40.18,7566,40180
40.187,7561,40187
40.193,7561,40193
40.2,7529,40200
40.207,7532,40207
40.213,7532,40213
40.22,7556,40220
40.227,7576,40227
40.233,7576,40233
40.24,7557,40240
40.247,7541,40247
40.253,7541,40253
40.26,7565,40260
40.267,7576,40267
40.273,7576,40273
40.28,7566,40280
40.287,7553,40287
40.293,7553,40293
40.3,7553,40300
40.307,7566,40307
40.313,7566,40313
40.32,7573,40320
40.327,7558,40327
40.333,7558,40333
40.34,7563,40340
40.347,7586,40347
40.353,7586,40353
40.36,7568,40360
40.367,7560,40367
40.373,7560,40373
40.38,7577,40380
40.387,7582,40387
40.393,7582,40393
40.4,7583,40400
40.407,7570,40407
40.413,7570,40413
40.42,7575,40420
40.427,7584,40427
40.433,7584,40433
40.44,7597,40440
40.447,7591,40447
40.453,7591,40453
40.46,7584,40460
40.467,7565,40467
40.473,7565,40473
40.48,7578,40480
40.487,7617,40487
40.493,7617,40493
40.5,7618,40500
40.507,7583,40507
40.513,7583,40513
40.52,7568,40520
40.527,7614,40527
40.533,7614,40533
40.54,7628,40540
40.547,7602,40547
40.553,7602,40553
40.56,7579,40560
40.567,7600,40567
40.573,7600,40573
40.58,7625,40580
40.587,7620,40587
40.593,7620,40593
40.6,7593,40600
40.607,7593,40607
40.613,7593,40613
40.62,7621,40620
40.627,7625,40627
40.633,7625,40633
40.64,7612,40640
40.647,7606,40647
40.653,7606,40653
40.66,7605,40660
40.667,7622,40667
40.673,7622,40673
40.68,7630,40680
40.687,7621,40687
40.693,7621,40693
40.7,7608,40700
40.707,7611,40707
40.713,7611,40713
40.72,7634,40720
40.727,7635,40727
40.733,7635,40733
40.74,7613,40740
40.747,7619,40747
40.753,7619,40753
40.76,7640,40760
40.767,7634,40767
40.773,7634,40773
40.78,7622,40780
40.787,7629,40787
40.793,7629,40793
40.8,7646,40800
40.807,7641,40807
40.813,7641,40813
40.82,7636,40820
40.827,7640,40827
40.833,7640,40833
40.84,7646,40840
40.847,7639,40847
40.853,7639,40853
40.86,7636,40860
40.867,7654,40867
40.873,7654,40873
40.88,7649,40880
40.887,7626,40887
40.893,7626,40893
40.9,7644,40900
40.907,7666,40907
40.913,7666,40913
40.92,7655,40920
40.927,7639,40927
40.933,7639,40933
40.94,7634,40940
40.947,7649,40947
40.953,7649,40953
40.96,7689,40960
40.967,7685,40967
40.973,7685,40973
40.98,7647,40980
40.987,7654,40987
40.993,7654,40993
41,7669,41000
41.007,7657,41007
41.013,7657,41013
41.02,7664,41020
41.027,7665,41027
41.033,7665,41033
41.04,7658,41040
41.047,7666,41047
41.053,7666,41053
41.06,7673,41060
41.067,7665,41067
41.073,7665,41073
41.08,7653,41080
41.087,7668,41087
41.093,7668,41093
41.1,7718,41100
41.107,7691,41107
41.113,7691,41113
41.12,7641,41120
41.127,7662,41127
41.133,7662,41133
41.14,7702,41140
41.147,7680,41147
41.153,7680,41153
41.16,7669,41160
41.167,7690,41167
41.173,7690,41173
41.18,7704,41180
41.187,7681,41187
41.193,7681,41193
41.2,7676,41200
41.207,7698,41207
41.213,7698,41213
41.22,7715,41220
41.227,7689,41227
41.233,7689,41233
41.24,7673,41240
41.247,7689,41247
41.253,7689,41253
41.26,7711,41260
41.267,7710,41267
41.273,7710,41273
41.28,7680,41280
41.287,7675,41287
41.293,7675,41293
41.3,7694,41300
41.307,7710,41307
41.313,7710,41313
41.32,7705,41320
41.327,7687,41327
41.333,7687,41333
41.34,7698,41340
41.347,7699,41347
41.353,7699,41353
41.36,7707,41360
41.367,7707,41367
41.373,7707,41373
41.38,7698,41380
41.387,7701,41387
41.393,7701,41393
41.4,7730,41400
41.407,7721,41407
41.413,7721,41413
41.42,7706,41420
41.427,7731,41427
41.433,7731,41433
41.44,7727,41440
41.447,7704,41447
41.453,7704,41453
41.46,7713,41460
41.467,7735,41467
41.473,7735,41473
41.48,7726,41480
41.487,7722,41487
41.493,7722,41493
41.5,7715,41500
41.507,7723,41507
41.513,7723,41513
41.52,7732,41520
41.527,7726,41527
41.533,7726,41533
41.54,7719,41540
41.547,7727,41547
41.553,7727,41553
41.56,7739,41560
41.567,7724,41567
41.573,7724,41573
41.58,7703,41580
41.587,7732,41587
41.593,7732,41593
41.6,7761,41600
41.607,7748,41607
41.613,7748,41613
41.62,7717,41620
41.627,7721,41627
41.633,7721,41633
41.64,7749,41640
41.647,7744,41647
41.653,7744,41653
41.66,7722,41660
41.667,7738,41667
41.673,7738,41673
41.68,7767,41680
41.687,7748,41687
41.693,7748,41693
41.7,7736,41700
41.707,7749,41707
41.713,7749,41713
41.72,7752,41720
41.727,7747,41727
41.733,7747,41733
41.74,7755,41740
41.747,7753,41747
41.753,7753,41753
41.76,7741,41760
41.767,7746,41767
41.773,7746,41773
41.78,7742,41780
41.787,7751,41787
41.793,7751,41793
41.8,7780,41800
41.807,7746,41807
41.813,7746,41813
41.82,7740,41820
41.827,7760,41827
41.833,7760,41833
41.84,7764,41840
41.847,7752,41847
41.853,7752,41853
41.86,7767,41860
41.867,7774,41867
41.873,7774,41873
41.88,7755,41880
41.887,7745,41887
41.893,7745,41893
41.9,7771,41900
41.907,7778,41907
41.913,7778,41913
41.92,7771,41920
41.927,7703,41927
41.933,7703,41933
41.94,7419,41940
41.947,7412,41947
41.953,7412,41953
41.96,7461,41960
41.967,7486,41967
41.973,7486,41973
41.98,7546,41980
41.987,7401,41987
41.993,7401,41993
42,6889,42000
42.007,6645,42007
42.013,6645,42013
42.02,6920,42020
42.027,7224,42027
42.033,7224,42033
42.04,7133,42040
42.047,6835,42047
42.053,6835,42053
42.06,6724,42060
42.067,6940,42067
42.073,6940,42073
42.08,7137,42080
42.087,7053,42087
42.093,7053,42093
42.1,6853,42100
42.107,6894,42107
42.113,6894,42113
42.12,7043,42120
42.127,6999,42127
42.133,6999,42133
42.14,6874,42140
42.147,6919,42147
42.153,6919,42153
42.16,7010,42160
42.167,6978,42167
42.173,6978,42173
42.18,6900,42180
42.187,6917,42187
42.193,6917,42193
42.2,6979,42200
42.207,6968,42207
42.213,6968,42213
42.22,6922,42220
42.227,6946,42227
42.233,6946,42233
42.24,6957,42240
42.247,6978,42247
42.253,6978,42253
42.26,6978,42260
42.267,6948,42267
42.273,6948,42273
42.28,6950,42280
42.287,6965,42287
42.293,6965,42293
42.3,6966,42300
42.307,6950,42307
42.313,6950,42313
42.32,6954,42320
42.327,6971,42327
42.333,6971,42333
42.34,6990,42340
42.347,6969,42347
42.353,6969,42353
42.36,6934,42360
42.367,6961,42367
42.373,6961,42373
42.38,6998,42380
42.387,6971,42387
42.393,6971,42393
42.4,6948,42400
42.407,6984,42407
42.413,6984,42413
42.42,6983,42420
42.427,6962,42427
42.433,6962,42433
42.44,6966,42440
42.447,6986,42447
42.453,6986,42453
42.46,7003,42460
42.467,6977,42467
42.473,6977,42473
42.48,6957,42480
42.487,6981,42487
42.493,6981,42493
42.5,6985,42500
42.507,6977,42507
42.513,6977,42513
42.52,7000,42520
42.527,6994,42527
42.533,6994,42533
42.54,6966,42540
42.547,6982,42547
42.553,6982,42553
42.56,7021,42560
42.567,6981,42567
42.573,6981,42573
42.58,6974,42580
42.587,7019,42587
42.593,7019,42593
42.6,6989,42600
42.607,6951,42607
42.613,6951,42613
42.62,6989,42620
42.627,7039,42627
42.633,7039,42633
42.64,7009,42640
42.647,6960,42647
42.653,6960,42653
42.66,6984,42660
42.667,7054,42667
42.673,7054,42673
42.68,7033,42680
42.687,6977,42687
42.693,6977,42693
42.7,6978,42700
42.707,7025,42707
42.713,7025,42713
42.72,7026,42720
42.727,6990,42727
42.733,6990,42733
42.74,6983,42740
42.747,7004,42747
42.753,7004,42753
42.76,7028,42760
42.767,7017,42767
42.773,7017,42773
42.78,7006,42780
42.787,7004,42787
42.793,7004,42793
42.8,7006,42800
42.807,7014,42807
42.813,7014,42813
42.82,7025,42820
42.827,7026,42827
42.833,7026,42833
42.84,7012,42840
42.847,7020,42847
42.853,7020,42853
42.86,7029,42860
42.867,7022,42867
42.873,7022,42873
42.88,7005,42880
42.887,7008,42887
42.893,7008,42893
42.9,7060,42900
42.907,7044,42907
42.913,7044,42913
42.92,6997,42920
42.927,7016,42927
42.933,7016,42933
42.94,7057,42940
42.947,7035,42947
42.953,7035,42953
42.96,6998,42960
42.967,7020,42967
42.973,7020,42973
42.98,7050,42980
42.987,7035,42987
42.993,7035,42993
43,7000,43000
43.007,7017,43007
43.013,7017,43013
43.02,7049,43020
43.027,7049,43027
43.033,7049,43033
43.04,7043,43040
43.047,7042,43047
43.053,7042,43053
43.06,7031,43060
43.067,7042,43067
43.073,7042,43073
43.08,7063,43080
43.087,7042,43087
43.093,7042,43093
43.1,7021,43100
43.107,7040,43107
43.113,7040,43113
43.12,7057,43120
43.127,7043,43127
43.133,7043,43133
43.14,7024,43140
43.147,7036,43147
43.153,7036,43153
43.16,7053,43160
43.167,7055,43167
43.173,7055,43173
43.18,7047,43180
43.187,7035,43187
43.193,7035,43193
43.2,7053,43200
43.207,7072,43207
43.213,7072,43213
43.22,7058,43220
43.227,7056,43227
43.233,7056,43233
43.24,7056,43240
43.247,7043,43247
43.253,7043,43253
43.26,7050,43260
43.267,7071,43267
43.273,7071,43273
43.28,7061,43280
43.287,7036,43287
43.293,7036,43293
43.3,7052,43300
43.307,7073,43307
43.313,7073,43313
43.32,7070,43320
43.327,7051,43327
43.333,7051,43333
43.34,7061,43340
43.347,7083,43347
43.353,7083,43353
43.36,7070,43360
43.367,7049,43367
43.373,7049,43373
43.38,7075,43380
43.387,7099,43387
43.393,7099,43393
43.4,7070,43400
43.407,7051,43407
43.413,7051,43413
43.42,7076,43420
43.427,7089,43427
43.433,7089,43433
43.44,7062,43440
43.447,7062,43447
43.453,7062,43453
43.46,7087,43460
43.467,7090,43467
43.473,7090,43473
43.48,7072,43480
43.487,7070,43487
43.493,7070,43493
43.5,7075,43500
43.507,7066,43507
43.513,7066,43513
43.52,7093,43520
43.527,7108,43527
43.533,7108,43533
43.54,7077,43540
43.547,7072,43547
43.553,7072,43553
43.56,7089,43560
43.567,7107,43567
43.573,7107,43573
43.58,7082,43580
43.587,7064,43587
43.593,7064,43593
43.6,7087,43600
43.607,7106,43607
43.613,7106,43613
43.62,7110,43620
43.627,7078,43627
43.633,7078,43633
43.64,7061,43640
43.647,7095,43647
43.653,7095,43653
43.66,7118,43660
43.667,7102,43667
43.673,7102,43673
43.68,7081,43680
43.687,7093,43687
43.693,7093,43693
43.7,7114,43700
43.707,7091,43707
43.713,7091,43713
43.72,7085,43720
43.727,7114,43727
43.733,7114,43733
43.74,7119,43740
43.747,7101,43747
43.753,7101,43753
43.76,7081,43760
43.767,7108,43767
43.773,7108,43773
43.78,7127,43780
43.787,7103,43787
43.793,7103,43793
43.8,7088,43800
43.807,7119,43807
43.813,7119,43813
43.82,7127,43820
43.827,7095,43827
43.833,7095,43833
43.84,7095,43840
43.847,7124,43847
43.853,7124,43853
43.86,7128,43860
43.867,7094,43867
43.873,7094,43873
43.88,7097,43880
43.887,7147,43887
43.893,7147,43893
43.9,7121,43900
43.907,7081,43907
43.913,7081,43913
43.92,7136,43920
43.927,7165,43927
43.933,7165,43933
43.94,7111,43940
43.947,7088,43947
43.953,7088,43953
43.96,7136,43960
43.967,7149,43967
43.973,7149,43973
43.98,7114,43980
43.987,7097,43987
43.993,7097,43993
44,7112,44000
44.007,7144,44007
44.013,7144,44013
44.02,7144,44020
44.027,7111,44027
44.033,7111,44033
44.04,7115,44040
44.047,7145,44047
44.053,7145,44053
44.06,7146,44060
44.067,7114,44067
44.073,7114,44073
44.08,7121,44080
44.087,7156,44087
44.093,7156,44093
44.1,7142,44100
44.107,7116,44107
44.113,7116,44113
44.12,7132,44120
44.127,7157,44127
44.133,7157,44133
44.14,7144,44140
44.147,7114,44147
44.153,7114,44153
44.16,7114,44160
44.167,7156,44167
44.173,7156,44173
44.18,7178,44180
44.187,7131,44187
44.193,7131,44193
44.2,7110,44200
44.207,7143,44207
44.213,7143,44213
44.22,7171,44220
44.227,7152,44227
44.233,7152,44233
44.24,7124,44240
44.247,7150,44247
44.253,7150,44253
44.26,7174,44260
44.267,7140,44267
44.273,7140,44273
44.28,7133,44280
44.287,7168,44287
44.293,7168,44293
44.3,7153,44300
44.307,7127,44307
44.313,7127,44313
44.32,7157,44320
44.327,7178,44327
44.333,7178,44333
44.34,7135,44340
44.347,7131,44347
44.353,7131,44353
44.36,7176,44360
44.367,7181,44367
44.373,7181,44373
44.38,7143,44380
44.387,7128,44387
44.393,7128,44393
44.4,7172,44400
44.407,7193,44407
44.413,7193,44413
44.42,7147,44420
44.427,7144,44427
44.433,7144,44433
44.44,7169,44440
44.447,7178,44447
44.453,7178,44453
44.46,7159,44460
44.467,7150,44467
44.473,7150,44473
44.48,7180,44480
44.487,7174,44487
44.493,7174,44493
44.5,7152,44500
44.507,7157,44507
44.513,7157,44513
44.52,7185,44520
44.527,7181,44527
44.533,7181,44533
44.54,7159,44540
44.547,7165,44547
44.553,7165,44553
44.56,7176,44560
44.567,7182,44567
44.573,7182,44573
44.58,7186,44580
44.587,7171,44587
44.593,7171,44593
44.6,7161,44600
44.607,7162,44607
44.613,7162,44613
44.62,7167,44620
44.627,7169,44627
44.633,7169,44633
44.64,7193,44640
44.647,7202,44647
44.653,7202,44653
44.66,7172,44660
44.667,7151,44667
44.673,7151,44673
44.68,7193,44680
44.687,7209,44687
44.693,7209,44693
44.7,7180,44700
44.707,7156,44707
44.713,7156,44713
44.72,7189,44720
44.727,7193,44727
44.733,7193,44733
44.74,7181,44740
44.747,7189,44747
44.753,7189,44753
44.76,7192,44760
44.767,7182,44767
44.773,7182,44773
44.78,7179,44780
44.787,7191,44787
44.793,7191,44793
44.8,7199,44800
44.807,7192,44807
44.813,7192,44813
44.82,7174,44820
44.827,7185,44827
44.833,7185,44833
44.84,7209,44840
44.847,7205,44847
44.853,7205,44853
44.86,7185,44860
44.867,7188,44867
44.873,7188,44873
44.88,7208,44880
44.887,7206,44887
44.893,7206,44893
44.9,7188,44900
44.907,7204,44907
44.913,7204,44913
44.92,7211,44920
44.927,7195,44927
44.933,7195,44933
44.94,7194,44940
44.947,7206,44947
44.953,7206,44953
44.96,7196,44960
44.967,7191,44967
44.973,7191,44973
44.98,7208,44980
44.987,7212,44987
44.993,7212,44993
45,7203,45000
45.007,7204,45007
45.013,7204,45013
45.02,7212,45020
45.027,7205,45027
45.033,7205,45033
45.04,7196,45040
45.047,7212,45047
45.053,7212,45053
45.06,7221,45060
45.067,7217,45067
45.073,7217,45073
45.08,7204,45080
45.087,7198,45087
45.093,7198,45093
45.1,7212,45100
45.107,7220,45107
45.113,7220,45113
45.12,7222,45120
45.127,7218,45127
45.133,7218,45133
45.14,7217,45140
45.147,7218,45147
45.153,7218,45153
45.16,7218,45160
45.167,7211,45167
45.173,7211,45173
45.18,7228,45180
45.187,7224,45187
45.193,7224,45193
45.2,7216,45200
45.207,7228,45207
45.213,7228,45213
45.22,7227,45220
45.227,7212,45227
45.233,7212,45233
45.24,7229,45240
45.247,7239,45247
45.253,7239,45253
45.26,7216,45260
45.267,7195,45267
45.273,7195,45273
45.28,7234,45280
45.287,7248,45287
45.293,7248,45293
45.3,7221,45300
45.307,7226,45307
45.313,7226,45313
45.32,7244,45320
45.327,7237,45327
45.333,7237,45333
45.34,7229,45340
45.347,7226,45347
45.353,7226,45353
45.36,7245,45360
45.367,7250,45367
45.373,7250,45373
45.38,7229,45380
45.387,7219,45387
45.393,7219,45393
45.4,7257,45400
45.407,7263,45407
45.413,7263,45413
45.42,7220,45420
45.427,7219,45427
45.433,7219,45433
45.44,7259,45440
45.447,7260,45447
45.453,7260,45453
45.46,7228,45460
45.467,7224,45467
45.473,7224,45473
45.48,7248,45480
45.487,7245,45487
45.493,7245,45493
45.5,7244,45500
45.507,7261,45507
45.513,7261,45513
45.52,7239,45520
45.527,7236,45527
45.533,7236,45533
45.54,7262,45540
45.547,7254,45547
45.553,7254,45553
45.56,7242,45560
45.567,7237,45567
45.573,7237,45573
45.58,7252,45580
45.587,7265,45587
45.593,7265,45593
45.6,7255,45600
45.607,7237,45607
45.613,7237,45613
45.62,7243,45620
45.627,7275,45627
45.633,7275,45633
45.64,7262,45640
45.647,7238,45647
45.653,7238,45653
45.66,7250,45660
45.667,7272,45667
45.673,7272,45673
45.68,7275,45680
45.687,7257,45687
45.693,7257,45693
45.7,7237,45700
45.707,7258,45707
45.713,7258,45713
45.72,7283,45720
45.727,7265,45727
45.733,7265,45733
45.74,7247,45740
45.747,7253,45747
45.753,7253,45753
45.76,7277,45760
45.767,7276,45767
45.773,7276,45773
45.78,7248,45780
45.787,7245,45787
45.793,7245,45793
45.8,7285,45800
45.807,7278,45807
45.813,7278,45813
45.82,7252,45820
45.827,7270,45827
45.833,7270,45833
45.84,7271,45840
45.847,7268,45847
45.853,7268,45853
45.86,7285,45860
45.867,7278,45867
45.873,7278,45873
45.88,7264,45880
45.887,7263,45887
45.893,7263,45893
45.9,7274,45900
45.907,7287,45907
45.913,7287,45913
45.92,7284,45920
45.927,7270,45927
45.933,7270,45933
45.94,7263,45940
45.947,7281,45947
45.953,7281,45953
45.96,7287,45960
45.967,7270,45967
45.973,7270,45973
45.98,7274,45980
45.987,7282,45987
45.993,7282,45993
46,7287,46000
46.007,7265,46007
46.013,7265,46013
46.02,7277,46020
46.027,7314,46027
46.033,7314,46033
46.04,7295,46040
46.047,7263,46047
46.053,7263,46053
46.06,7281,46060
46.067,7304,46067
46.073,7304,46073
46.08,7294,46080
46.087,7268,46087
46.093,7268,46093
46.1,7269,46100
46.107,7307,46107
46.113,7307,46113
46.12,7304,46120
46.127,7282,46127
46.133,7282,46133
46.14,7281,46140
46.147,7292,46147
46.153,7292,46153
46.16,7310,46160
46.167,7287,46167
46.173,7287,46173
46.18,7282,46180
46.187,7308,46187
46.193,7308,46193
46.2,7304,46200
46.207,7288,46207
46.213,7288,46213
46.22,7282,46220
46.227,7295,46227
46.233,7295,46233
46.24,7309,46240
46.247,7304,46247
46.253,7304,46253
46.26,7282,46260
46.267,7270,46267
46.273,7270,46273
46.28,7303,46280
46.287,7334,46287
46.293,7334,46293
46.3,7318,46300
46.307,7283,46307
46.313,7283,46313
46.32,7283,46320
46.327,7321,46327
46.333,7321,46333
46.34,7324,46340
46.347,7290,46347
46.353,7290,46353
46.36,7282,46360
46.367,7314,46367
46.373,7314,46373
46.38,7321,46380
46.387,7286,46387
46.393,7286,46393
46.4,7306,46400
46.407,7330,46407
46.413,7330,46413
46.42,7308,46420
46.427,7292,46427
46.433,7292,46433
46.44,7302,46440
46.447,7312,46447
46.453,7312,46453
46.46,7326,46460
46.467,7317,46467
46.473,7317,46473
46.48,7309,46480
46.487,7309,46487
46.493,7309,46493
46.5,7320,46500
46.507,7313,46507
46.513,7313,46513
46.52,7305,46520
46.527,7309,46527
46.533,7309,46533
46.54,7328,46540
46.547,7318,46547
46.553,7318,46553
46.56,7294,46560
46.567,7314,46567
46.573,7314,46573
46.58,7347,46580
46.587,7322,46587
46.593,7322,46593
46.6,7296,46600
46.607,7317,46607
46.613,7317,46613
46.62,7356,46620
46.627,7333,46627
46.633,7333,46633
46.64,7280,46640
46.647,7318,46647
46.653,7318,46653
46.66,7353,46660
46.667,7320,46667
46.673,7320,46673
46.68,7296,46680
46.687,7330,46687
46.693,7330,46693
46.7,7358,46700
46.707,7317,46707
46.713,7317,46713
46.72,7297,46720
46.727,7345,46727
46.733,7345,46733
46.74,7361,46740
46.747,7312,46747
46.753,7312,46753
46.76,7295,46760
46.767,7345,46767
46.773,7345,46773
46.78,7346,46780
46.787,7303,46787
46.793,7303,46793
46.8,7320,46800
46.807,7352,46807
46.813,7352,46813
46.82,7354,46820
46.827,7320,46827
46.833,7320,46833
46.84,7302,46840
46.847,7351,46847
46.853,7351,46853
46.86,7387,46860
46.867,7338,46867
46.873,7338,46873
46.88,7295,46880
46.887,7339,46887
46.893,7339,46893
46.9,7362,46900
46.907,7331,46907
46.913,7331,46913
46.92,7324,46920
46.927,7346,46927
46.933,7346,46933
46.94,7346,46940
46.947,7324,46947
46.953,7324,46953
46.96,7333,46960
46.967,7351,46967
46.973,7351,46973
46.98,7345,46980
46.987,7345,46987
46.993,7345,46993
47,7352,47000
47.007,7348,47007
47.013,7348,47013
47.02,7335,47020
47.027,7350,47027
47.033,7350,47033
47.04,7371,47040
47.047,7347,47047
47.053,7347,47053
47.06,7337,47060
47.067,7349,47067
47.073,7349,47073
47.08,7352,47080
47.087,7354,47087
47.093,7354,47093
47.1,7344,47100
47.107,7338,47107
47.113,7338,47113
47.12,7351,47120
47.127,7363,47127
47.133,7363,47133
47.14,7359,47140
47.147,7346,47147
47.153,7346,47153
47.16,7360,47160
47.167,7371,47167
47.173,7371,47173
47.18,7343,47180
47.187,7343,47187
47.193,7343,47193
47.2,7372,47200
47.207,7381,47207
47.213,7381,47213
47.22,7345,47220
47.227,7332,47227
47.233,7332,47233
47.24,7369,47240
47.247,7375,47247
47.253,7375,47253
47.26,7341,47260
47.267,7340,47267
47.273,7340,47273
47.28,7391,47280
47.287,7388,47287
47.293,7388,47293
47.3,7349,47300
47.307,7355,47307
47.313,7355,47313
47.32,7371,47320
47.327,7369,47327
47.333,7369,47333
47.34,7371,47340
47.347,7362,47347
47.353,7362,47353
47.36,7361,47360
47.367,7357,47367
47.373,7357,47373
47.38,7360,47380
47.387,7383,47387
47.393,7383,47393
47.4,7377,47400
47.407,7352,47407
47.413,7352,47413
47.42,7362,47420
47.427,7392,47427
47.433,7392,47433
47.44,7380,47440
47.447,7349,47447
47.453,7349,47453
47.46,7357,47460
47.467,7396,47467
47.473,7396,47473
47.48,7392,47480
47.487,7362,47487
47.493,7362,47493
47.5,7360,47500
47.507,7383,47507
47.513,7383,47513
47.52,7382,47520
47.527,7382,47527
47.533,7382,47533
47.54,7371,47540
47.547,7374,47547
47.553,7374,47553
47.56,7384,47560
47.567,7378,47567
47.573,7378,47573
47.58,7379,47580
47.587,7374,47587
47.593,7374,47593
47.6,7370,47600
47.607,7386,47607
47.613,7386,47613
47.62,7391,47620
47.627,7377,47627
47.633,7377,47633
47.64,7356,47640
47.647,7385,47647
47.653,7385,47653
47.66,7401,47660
47.667,7377,47667
47.673,7377,47673
47.68,7381,47680
47.687,7398,47687
47.693,7398,47693
47.7,7393,47700
47.707,7388,47707
47.713,7388,47713
47.72,7393,47720
47.727,7404,47727
47.733,7404,47733
47.74,7393,47740
47.747,7380,47747
47.753,7380,47753
47.76,7383,47760
47.767,7396,47767
47.773,7396,47773
47.78,7395,47780
47.787,7379,47787
47.793,7379,47793
47.8,7380,47800
47.807,7391,47807
47.813,7391,47813
47.82,7408,47820
47.827,7403,47827
47.833,7403,47833
47.84,7366,47840
47.847,7389,47847
47.853,7389,47853
47.86,7425,47860
47.867,7399,47867
47.873,7399,47873
47.88,7380,47880
47.887,7398,47887
47.893,7398,47893
47.9,7412,47900
47.907,7403,47907
47.913,7403,47913
47.92,7400,47920
47.927,7412,47927
47.933,7412,47933
47.94,7396,47940
47.947,7395,47947
47.953,7395,47953
47.96,7406,47960
47.967,7398,47967
47.973,7398,47973
47.98,7381,47980
47.987,7387,47987
47.993,7387,47993
48,7432,48000
48.007,7422,48007
48.013,7422,48013
48.02,7382,48020
48.027,7392,48027
48.033,7392,48033
48.04,7418,48040
48.047,7419,48047
48.053,7419,48053
48.06,7400,48060
48.067,7403,48067
48.073,7403,48073
48.08,7414,48080
48.087,7400,48087
48.093,7400,48093
48.1,7390,48100
48.107,7413,48107
48.113,7413,48113
48.12,7433,48120
48.127,7406,48127
48.133,7406,48133
48.14,7380,48140
48.147,7433,48147
48.153,7433,48153
48.16,7446,48160
48.167,7398,48167
48.173,7398,48173
48.18,7382,48180
48.187,7433,48187
48.193,7433,48193
48.2,7437,48200
48.207,7386,48207
48.213,7386,48213
48.22,7393,48220
48.227,7425,48227
48.233,7425,48233
48.24,7425,48240
48.247,7419,48247
48.253,7419,48253
48.26,7419,48260
48.267,7423,48267
48.273,7423,48273
48.28,7418,48280
48.287,7423,48287
48.293,7423,48293
48.3,7434,48300
48.307,7426,48307
48.313,7426,48313
48.32,7404,48320
48.327,7413,48327
48.333,7413,48333
48.34,7430,48340
48.347,7431,48347
48.353,7431,48353
48.36,7411,48360
48.367,7412,48367
