time_seconds,rpm,time
0,6735,0
0.007,6990,7
0.013,6990,13
0.02,7219,20
0.027,7123,27
0.033,7123,33
0.04,6884,40
0.047,6795,47
0.053,6795,53
0.06,6869,60
0.067,7006,67
0.073,7006,73
0.08,7041,80
0.087,6959,87
0.093,6959,93
0.1,6872,100
0.107,6887,107
0.113,6887,113
0.12,7021,120
0.127,7109,127
0.133,7109,133
0.14,7114,140
0.147,7024,147
0.153,7024,153
0.16,6916,160
0.167,6921,167
0.173,6921,173
0.18,7012,180
0.187,7092,187
0.193,7092,193
0.2,7084,200
0.207,7001,207
0.213,7001,213
0.22,6990,220
0.227,7019,227
0.233,7019,233
0.24,7075,240
0.247,7145,247
0.253,7145,253
0.26,7136,260
0.267,7082,267
0.273,7082,273
0.28,7053,280
0.287,7098,287
0.293,7098,293
0.3,7162,300
0.307,7163,307
0.313,7163,313
0.32,7112,320
0.327,7069,327
0.333,7069,333
0.34,7086,340
0.347,7162,347
0.353,7162,353
0.36,7195,360
0.367,7146,367
0.373,7146,373
0.38,7081,380
0.387,7084,387
0.393,7084,393
0.4,7146,400
0.407,7215,407
0.413,7215,413
0.42,7249,420
0.427,7212,427
0.433,7212,433
0.44,7145,440
0.447,7172,447
0.453,7172,453
0.46,7256,460
0.467,7251,467
0.473,7251,473
0.48,7201,480
0.487,7183,487
0.493,7183,493
0.5,7176,500
0.507,7211,507
0.513,7211,513
0.52,7274,520
0.527,7324,527
0.533,7324,533
0.54,7343,540
0.547,7325,547
0.553,7325,553
0.56,7303,560
0.567,7295,567
0.573,7295,573
0.58,7303,580
0.587,7296,587
0.593,7296,593
0.6,7260,600
0.607,7246,607
0.613,7246,613
0.62,7250,620
0.627,7288,627
0.633,7288,633
0.64,7329,640
0.647,7326,647
0.653,7326,653
0.66,7305,660
0.667,7312,667
0.673,7312,673
0.68,7348,680
0.687,7350,687
0.693,7350,693
0.7,7351,700
0.707,7365,707
0.713,7365,713
0.72,7363,720
0.727,7342,727
0.733,7342,733
0.74,7329,740
0.747,7337,747
0.753,7337,753
0.76,7365,760
0.767,7387,767
0.773,7387,773
0.78,7389,780
0.787,7380,787
0.793,7380,793
0.8,7395,800
0.807,7429,807
0.813,7429,813
0.82,7455,820
0.827,7442,827
0.833,7442,833
0.84,7401,840
0.847,7395,847
0.853,7395,853
0.86,7462,860
0.867,7485,867
0.873,7485,873
0.88,7465,880
0.887,7476,887
0.893,7476,893
0.9,7515,900
0.907,7518,907
0.913,7518,913
0.92,7486,920
0.927,7469,927
0.933,7469,933
0.94,7455,940
0.947,7457,947
0.953,7457,953
0.96,7478,960
0.967,7485,967
0.973,7485,973
0.98,7465,980
0.987,7467,987
0.993,7467,993
1,7495,1000
1.007,7527,1007
1.013,7527,1013
1.02,7545,1020
1.027,7552,1027
1.033,7552,1033
1.04,7555,1040
1.047,7545,1047
1.053,7545,1053
1.06,7538,1060
1.067,7530,1067
1.073,7530,1073
1.08,7537,1080
1.087,7566,1087
1.093,7566,1093
1.1,7595,1100
1.107,7590,1107
1.113,7590,1113
1.12,7569,1120
1.127,7562,1127
1.133,7562,1133
1.14,7601,1140
1.147,7637,1147
1.153,7637,1153
1.16,7628,1160
1.167,7606,1167
1.173,7606,1173
1.18,7583,1180
1.187,7588,1187
1.193,7588,1193
1.2,7618,1200
1.207,7629,1207
1.213,7629,1213
1.22,7610,1220
1.227,7601,1227
1.233,7601,1233
1.24,7628,1240
1.247,7642,1247
1.253,7642,1253
1.26,7658,1260
1.267,7670,1267
1.273,7670,1273
1.28,7670,1280
1.287,7663,1287
1.293,7663,1293
1.3,7673,1300
1.307,7705,1307
1.313,7705,1313
1.32,7726,1320
1.327,7699,1327
1.333,7699,1333
1.34,7697,1340
1.347,7712,1347
1.353,7712,1353
1.36,7707,1360
1.367,7713,1367
1.373,7713,1373
1.38,7725,1380
1.387,7732,1387
1.393,7732,1393
1.4,7722,1400
1.407,7707,1407
1.413,7707,1413
1.42,7715,1420
1.427,7725,1427
1.433,7725,1433
1.44,7734,1440
1.447,7743,1447
1.453,7743,1453
1.46,7737,1460
1.467,7751,1467
1.473,7751,1473
1.48,7783,1480
1.487,7786,1487
1.493,7786,1493
1.5,7792,1500
1.507,7796,1507
1.513,7796,1513
1.52,7783,1520
1.527,7773,1527
1.533,7773,1533
1.54,7764,1540
1.547,7784,1547
1.553,7784,1553
1.56,7804,1560
1.567,7805,1567
1.573,7805,1573
1.58,7813,1580
1.587,7821,1587
1.593,7821,1593
1.6,7829,1600
1.607,7838,1607
1.613,7838,1613
1.62,7845,1620
1.627,7852,1627
1.633,7852,1633
1.64,7857,1640
1.647,7858,1647
1.653,7858,1653
1.66,7845,1660
1.667,7839,1667
1.673,7839,1673
1.68,7827,1680
1.687,7833,1687
1.693,7833,1693
1.7,7882,1700
1.707,7921,1707
1.713,7921,1713
1.72,7908,1720
1.727,7863,1727
1.733,7863,1733
1.74,7860,1740
1.747,7895,1747
1.753,7895,1753
1.76,7930,1760
1.767,7953,1767
1.773,7953,1773
1.78,7926,1780
1.787,7890,1787
1.793,7890,1793
1.8,7878,1800
1.807,7901,1807
1.813,7901,1813
1.82,7929,1820
1.827,7941,1827
1.833,7941,1833
1.84,7942,1840
1.847,7937,1847
1.853,7937,1853
1.86,7929,1860
1.867,7926,1867
1.873,7926,1873
1.88,7960,1880
1.887,7976,1887
1.893,7976,1893
1.9,8002,1900
1.907,8002,1907
1.913,8002,1913
1.92,7960,1920
1.927,7945,1927
1.933,7945,1933
1.94,7961,1940
1.947,7974,1947
1.953,7974,1953
1.96,7990,1960
1.967,8022,1967
1.973,8022,1973
1.98,8045,1980
1.987,8029,1987
1.993,8029,1993
2,7998,2000
2.007,8004,2007
2.013,8004,2013
2.02,8045,2020
2.027,8000,2027
2.033,8000,2033
2.04,7698,2040
2.047,7537,2047
2.053,7537,2053
2.06,7510,2060
2.067,7523,2067
2.073,7523,2073
2.08,7433,2080
2.087,7079,2087
2.093,7079,2093
2.1,6660,2100
2.107,6567,2107
2.113,6567,2113
2.12,6724,2120
2.127,7026,2127
2.133,7026,2133
2.14,7312,2140
2.147,7132,2147
2.153,7132,2153
2.16,6700,2160
2.167,6554,2167
2.173,6554,2173
2.18,6860,2180
2.187,7145,2187
2.193,7145,2193
2.2,7187,2200
2.207,6963,2207
2.213,6963,2213
2.22,6763,2220
2.227,6820,2227
2.233,6820,2233
2.24,7021,2240
2.247,7061,2247
2.253,7061,2253
2.26,6927,2260
2.267,6834,2267
2.273,6834,2273
2.28,6903,2280
2.287,7008,2287
2.293,7008,2293
2.3,7021,2300
2.307,6928,2307
2.313,6928,2313
2.32,6864,2320
2.327,6941,2327
2.333,6941,2333
2.34,7047,2340
2.347,7017,2347
2.353,7017,2353
2.36,6937,2360
2.367,6923,2367
2.373,6923,2373
2.38,6995,2380
2.387,7043,2387
2.393,7043,2393
2.4,7021,2400
2.407,6980,2407
2.413,6980,2413
2.42,6956,2420
2.427,6997,2427
2.433,6997,2433
2.44,7041,2440
2.447,7028,2447
2.453,7028,2453
2.46,6979,2460
2.467,6997,2467
2.473,6997,2473
2.48,7037,2480
2.487,7043,2487
2.493,7043,2493
2.5,7029,2500
2.507,7035,2507
2.513,7035,2513
2.52,7055,2520
2.527,7037,2527
2.533,7037,2533
2.54,6983,2540
2.547,7006,2547
2.553,7006,2553
2.56,7107,2560
2.567,7103,2567
2.573,7103,2573
2.58,7027,2580
2.587,7024,2587
2.593,7024,2593
2.6,7053,2600
2.607,7069,2607
2.613,7069,2613
2.62,7088,2620
2.627,7082,2627
2.633,7082,2633
2.64,7096,2640
2.647,7096,2647
2.653,7096,2653
2.66,7088,2660
2.667,7079,2667
2.673,7079,2673
2.68,7115,2680
2.687,7133,2687
2.693,7133,2693
2.7,7110,2700
2.707,7081,2707
2.713,7081,2713
2.72,7086,2720
2.727,7103,2727
2.733,7103,2733
2.74,7136,2740
2.747,7142,2747
2.753,7142,2753
2.76,7121,2760
2.767,7106,2767
2.773,7106,2773
2.78,7140,2780
2.787,7168,2787
2.793,7168,2793
2.8,7150,2800
2.807,7145,2807
2.813,7145,2813
2.82,7171,2820
2.827,7156,2827
2.833,7156,2833
2.84,7129,2840
2.847,7137,2847
2.853,7137,2853
2.86,7162,2860
2.867,7166,2867
2.873,7166,2873
2.88,7154,2880
2.887,7164,2887
2.893,7164,2893
2.9,7214,2900
2.907,7215,2907
2.913,7215,2913
2.92,7178,2920
2.927,7172,2927
2.933,7172,2933
2.94,7186,2940
2.947,7189,2947
2.953,7189,2953
2.96,7207,2960
2.967,7210,2967
2.973,7210,2973
2.98,7192,2980
2.987,7189,2987
2.993,7189,2993
3,7229,3000
3.007,7259,3007
3.013,7259,3013
3.02,7252,3020
3.027,7236,3027
3.033,7236,3033
3.04,7239,3040
3.047,7245,3047
3.053,7245,3053
3.06,7250,3060
3.067,7242,3067
3.073,7242,3073
3.08,7221,3080
3.087,7221,3087
3.093,7221,3093
3.1,7260,3100
3.107,7260,3107
3.113,7260,3113
3.12,7230,3120
3.127,7253,3127
3.133,7253,3133
3.14,7266,3140
3.147,7264,3147
3.153,7264,3153
3.16,7285,3160
3.167,7291,3167
3.173,7291,3173
3.18,7278,3180
3.187,7276,3187
3.193,7276,3193
3.2,7285,3200
3.207,7274,3207
3.213,7274,3213
3.22,7276,3220
3.227,7305,3227
3.233,7305,3233
3.24,7308,3240
3.247,7296,3247
3.253,7296,3253
3.26,7282,3260
3.267,7281,3267
3.273,7281,3273
3.28,7295,3280
3.287,7311,3287
3.293,7311,3293
3.3,7352,3300
3.307,7365,3307
3.313,7365,3313
3.32,7314,3320
3.327,7294,3327
3.333,7294,3333
3.34,7342,3340
3.347,7359,3347
3.353,7359,3353
3.36,7329,3360
3.367,7316,3367
3.373,7316,3373
3.38,7357,3380
3.387,7371,3387
3.393,7371,3393
3.4,7343,3400
3.407,7329,3407
3.413,7329,3413
3.42,7338,3420
3.427,7375,3427
3.433,7375,3433
3.44,7385,3440
3.447,7353,3447
3.453,7353,3453
3.46,7358,3460
3.467,7399,3467
3.473,7399,3473
3.48,7391,3480
3.487,7360,3487
3.493,7360,3493
3.5,7367,3500
3.507,7381,3507
3.513,7381,3513
3.52,7385,3520
3.527,7389,3527
3.533,7389,3533
3.54,7408,3540
3.547,7399,3547
3.553,7399,3553
3.56,7378,3560
3.567,7384,3567
3.573,7384,3573
3.58,7405,3580
3.587,7424,3587
3.593,7424,3593
3.6,7443,3600
3.607,7438,3607
3.613,7438,3613
3.62,7412,3620
3.627,7415,3627
3.633,7415,3633
3.64,7436,3640
3.647,7446,3647
3.653,7446,3653
3.66,7445,3660
3.667,7437,3667
3.673,7437,3673
3.68,7433,3680
3.687,7430,3687
3.693,7430,3693
3.7,7438,3700
3.707,7454,3707
3.713,7454,3713
3.72,7478,3720
3.727,7480,3727
3.733,7480,3733
3.74,7446,3740
3.747,7434,3747
3.753,7434,3753
3.76,7475,3760
3.767,7492,3767
3.773,7492,3773
3.78,7471,3780
3.787,7457,3787
3.793,7457,3793
3.8,7449,3800
3.807,7482,3807
3.813,7482,3813
3.82,7511,3820
3.827,7491,3827
3.833,7491,3833
3.84,7474,3840
3.847,7491,3847
3.853,7491,3853
3.86,7504,3860
3.867,7515,3867
3.873,7515,3873
3.88,7540,3880
3.887,7525,3887
3.893,7525,3893
3.9,7494,3900
3.907,7503,3907
3.913,7503,3913
3.92,7532,3920
3.927,7531,3927
3.933,7531,3933
3.94,7499,3940
3.947,7485,3947
3.953,7485,3953
3.96,7523,3960
3.967,7557,3967
3.973,7557,3973
3.98,7549,3980
3.987,7518,3987
3.993,7518,3993
4,7500,4000
4.007,7529,4007
4.013,7529,4013
4.02,7557,4020
4.027,7555,4027
4.033,7555,4033
4.04,7536,4040
4.047,7533,4047
4.053,7533,4053
4.06,7558,4060
4.067,7587,4067
4.073,7587,4073
4.08,7584,4080
4.087,7563,4087
4.093,7563,4093
4.1,7561,4100
4.107,7583,4107
4.113,7583,4113
4.12,7586,4120
4.127,7579,4127
4.133,7579,4133
4.14,7568,4140
4.147,7581,4147
4.153,7581,4153
4.16,7603,4160
4.167,7598,4167
4.173,7598,4173
4.18,7583,4180
4.187,7581,4187
4.193,7581,4193
4.2,7588,4200
4.207,7600,4207
4.213,7600,4213
4.22,7622,4220
4.227,7620,4227
4.233,7620,4233
4.24,7594,4240
4.247,7600,4247
4.253,7600,4253
4.26,7623,4260
4.267,7615,4267
4.273,7615,4273
4.28,7592,4280
4.287,7590,4287
4.293,7590,4293
4.3,7638,4300
4.307,7655,4307
4.313,7655,4313
4.32,7622,4320
4.327,7596,4327
4.333,7596,4333
4.34,7647,4340
4.347,7692,4347
4.353,7692,4353
4.36,7675,4360
4.367,7661,4367
4.373,7661,4373
4.38,7673,4380
4.387,7681,4387
4.393,7681,4393
4.4,7661,4400
4.407,7621,4407
4.413,7621,4413
4.42,7641,4420
4.427,7692,4427
4.433,7692,4433
4.44,7685,4440
4.447,7665,4447
4.453,7665,4453
4.46,7672,4460
4.467,7663,4467
4.473,7663,4473
4.48,7659,4480
4.487,7680,4487
4.493,7680,4493
4.5,7670,4500
4.507,7675,4507
4.513,7675,4513
4.52,7694,4520
4.527,7681,4527
4.533,7681,4533
4.54,7670,4540
4.547,7693,4547
4.553,7693,4553
4.56,7722,4560
4.567,7722,4567
4.573,7722,4573
4.58,7686,4580
4.587,7638,4587
4.593,7638,4593
4.6,7693,4600
4.607,7797,4607
4.613,7797,4613
4.62,7767,4620
4.627,7694,4627
4.633,7694,4633
4.64,7675,4640
4.647,7713,4647
4.653,7713,4653
4.66,7754,4660
4.667,7745,4667
4.673,7745,4673
4.68,7710,4680
4.687,7711,4687
4.693,7711,4693
4.7,7717,4700
4.707,7734,4707
4.713,7734,4713
4.72,7755,4720
4.727,7745,4727
4.733,7745,4733
4.74,7728,4740
4.747,7742,4747
4.753,7742,4753
4.76,7760,4760
4.767,7755,4767
4.773,7755,4773
4.78,7744,4780
4.787,7753,4787
4.793,7753,4793
4.8,7757,4800
4.807,7748,4807
4.813,7748,4813
4.82,7744,4820
4.827,7747,4827
4.833,7747,4833
4.84,7773,4840
4.847,7784,4847
4.853,7784,4853
4.86,7775,4860
4.867,7778,4867
4.873,7778,4873
4.88,7805,4880
4.887,7829,4887
4.893,7829,4893
4.9,7832,4900
4.907,7808,4907
4.913,7808,4913
4.92,7782,4920
4.927,7787,4927
4.933,7787,4933
4.94,7805,4940
4.947,7807,4947
4.953,7807,4953
4.96,7792,4960
4.967,7783,4967
4.973,7783,4973
4.98,7789,4980
4.987,7800,4987
4.993,7800,4993
5,7815,5000
5.007,7822,5007
5.013,7822,5013
5.02,7803,5020
5.027,7791,5027
5.033,7791,5033
5.04,7819,5040
5.047,7850,5047
5.053,7850,5053
5.06,7848,5060
5.067,7839,5067
5.073,7839,5073
5.08,7816,5080
5.087,7634,5087
5.093,7634,5093
5.1,7408,5100
5.107,7407,5107
5.113,7407,5113
5.12,7432,5120
5.127,7276,5127
5.133,7276,5133
5.14,6873,5140
5.147,6715,5147
5.153,6715,5153
5.16,6874,5160
5.167,7074,5167
5.173,7074,5173
5.18,7247,5180
5.187,7177,5187
5.193,7177,5193
5.2,6851,5200
5.207,6715,5207
5.213,6715,5213
5.22,6920,5220
5.227,7158,5227
5.233,7158,5233
5.24,7152,5240
5.247,6986,5247
5.253,6986,5253
5.26,6863,5260
5.267,6929,5267
5.273,6929,5273
5.28,7029,5280
5.287,7019,5287
5.293,7019,5293
5.3,6986,5300
5.307,7013,5307
5.313,7013,5313
5.32,7059,5320
5.327,7049,5327
5.333,7049,5333
5.34,7015,5340
5.347,6998,5347
5.353,6998,5353
5.36,6999,5360
5.367,7008,5367
5.373,7008,5373
5.38,7011,5380
5.387,7011,5387
5.393,7011,5393
5.4,7005,5400
5.407,6988,5407
5.413,6988,5413
5.42,6984,5420
5.427,6960,5427
5.433,6960,5433
5.44,7002,5440
5.447,7056,5447
5.453,7056,5453
5.46,7053,5460
5.467,6995,5467
5.473,6995,5473
5.48,7019,5480
5.487,7063,5487
5.493,7063,5493
5.5,7073,5500
5.507,7039,5507
5.513,7039,5513
5.52,6976,5520
5.527,7021,5527
5.533,7021,5533
5.54,7081,5540
5.547,7045,5547
5.553,7045,5553
5.56,6982,5560
5.567,7024,5567
5.573,7024,5573
5.58,7117,5580
5.587,7067,5587
5.593,7067,5593
5.6,6967,5600
5.607,6999,5607
5.613,6999,5613
5.62,7104,5620
5.627,7099,5627
5.633,7099,5633
5.64,7009,5640
5.647,7013,5647
5.653,7013,5653
5.66,7085,5660
5.667,7087,5667
5.673,7087,5673
5.68,7105,5680
5.687,7084,5687
5.693,7084,5693
5.7,7077,5700
5.707,7083,5707
5.713,7083,5713
5.72,7065,5720
5.727,7075,5727
5.733,7075,5733
5.74,7091,5740
5.747,7093,5747
5.753,7093,5753
5.76,7087,5760
5.767,7065,5767
5.773,7065,5773
5.78,7076,5780
5.787,7101,5787
5.793,7101,5793
5.8,7071,5800
5.807,7063,5807
5.813,7063,5813
5.82,7109,5820
5.827,7114,5827
5.833,7114,5833
5.84,7063,5840
5.847,7064,5847
5.853,7064,5853
5.86,7104,5860
5.867,7128,5867
5.873,7128,5873
5.88,7141,5880
5.887,7111,5887
5.893,7111,5893
5.9,7080,5900
5.907,7109,5907
5.913,7109,5913
5.92,7144,5920
5.927,7144,5927
5.933,7144,5933
5.94,7131,5940
5.947,7128,5947
5.953,7128,5953
5.96,7158,5960
5.967,7146,5967
5.973,7146,5973
5.98,7128,5980
5.987,7123,5987
5.993,7123,5993
6,7130,6000
6.007,7161,6007
6.013,7161,6013
6.02,7163,6020
6.027,7122,6027
6.033,7122,6033
6.04,7103,6040
6.047,7127,6047
6.053,7127,6053
6.06,7171,6060
6.067,7156,6067
6.073,7156,6073
6.08,7126,6080
6.087,7117,6087
6.093,7117,6093
6.1,7151,6100
6.107,7169,6107
6.113,7169,6113
6.12,7142,6120
6.127,7144,6127
6.133,7144,6133
6.14,7156,6140
6.147,7161,6147
6.153,7161,6153
6.16,7174,6160
6.167,7167,6167
6.173,7167,6173
6.18,7163,6180
6.187,7161,6187
6.193,7161,6193
6.2,7171,6200
6.207,7185,6207
6.213,7185,6213
6.22,7158,6220
6.227,7160,6227
6.233,7160,6233
6.24,7196,6240
6.247,7188,6247
6.253,7188,6253
6.26,7152,6260
6.267,7160,6267
6.273,7160,6273
6.28,7193,6280
6.287,7195,6287
6.293,7195,6293
6.3,7155,6300
6.307,7144,6307
6.313,7144,6313
6.32,7231,6320
6.327,7235,6327
6.333,7235,6333
6.34,7166,6340
6.347,7177,6347
6.353,7177,6353
6.36,7236,6360
6.367,7230,6367
6.373,7230,6373
6.38,7200,6380
6.387,7180,6387
6.393,7180,6393
6.4,7200,6400
6.407,7226,6407
6.413,7226,6413
6.42,7211,6420
6.427,7192,6427
6.433,7192,6433
6.44,7189,6440
6.447,7221,6447
6.453,7221,6453
6.46,7248,6460
6.467,7190,6467
6.473,7190,6473
6.48,7143,6480
6.487,7235,6487
6.493,7235,6493
6.5,7286,6500
6.507,7234,6507
6.513,7234,6513
6.52,7168,6520
6.527,7197,6527
6.533,7197,6533
6.54,7263,6540
6.547,7244,6547
6.553,7244,6553
6.56,7207,6560
6.567,7211,6567
6.573,7211,6573
6.58,7235,6580
6.587,7234,6587
6.593,7234,6593
6.6,7232,6600
6.607,7227,6607
6.613,7227,6613
6.62,7247,6620
6.627,7265,6627
6.633,7265,6633
6.64,7234,6640
6.647,7225,6647
6.653,7225,6653
6.66,7263,6660
6.667,7269,6667
6.673,7269,6673
6.68,7257,6680
6.687,7247,6687
6.693,7247,6693
6.7,7251,6700
6.707,7255,6707
6.713,7255,6713
6.72,7256,6720
6.727,7272,6727
6.733,7272,6733
6.74,7242,6740
6.747,7239,6747
6.753,7239,6753
6.76,7272,6760
6.767,7284,6767
6.773,7284,6773
6.78,7252,6780
6.787,7250,6787
6.793,7250,6793
6.8,7263,6800
6.807,7269,6807
6.813,7269,6813
6.82,7279,6820
6.827,7291,6827
6.833,7291,6833
6.84,7290,6840
6.847,7283,6847
6.853,7283,6853
6.86,7281,6860
6.867,7294,6867
6.873,7294,6873
6.88,7297,6880
6.887,7273,6887
6.893,7273,6893
6.9,7265,6900
6.907,7294,6907
6.913,7294,6913
6.92,7301,6920
6.927,7271,6927
6.933,7271,6933
6.94,7260,6940
6.947,7299,6947
6.953,7299,6953
6.96,7336,6960
6.967,7301,6967
6.973,7301,6973
6.98,7265,6980
6.987,7308,6987
6.993,7308,6993
7,7340,7000
7.007,7316,7007
7.013,7316,7013
7.02,7296,7020
7.027,7302,7027
7.033,7302,7033
7.04,7316,7040
7.047,7331,7047
7.053,7331,7053
7.06,7318,7060
7.067,7290,7067
7.073,7290,7073
7.08,7278,7080
7.087,7328,7087
7.093,7328,7093
7.1,7361,7100
7.107,7314,7107
7.113,7314,7113
7.12,7259,7120
7.127,7297,7127
7.133,7297,7133
7.14,7367,7140
7.147,7360,7147
7.153,7360,7153
7.16,7306,7160
7.167,7305,7167
7.173,7305,7173
7.18,7357,7180
7.187,7367,7187
7.193,7367,7193
7.2,7337,7200
7.207,7328,7207
7.213,7328,7213
7.22,7342,7220
7.227,7361,7227
7.233,7361,7233
7.24,7375,7240
7.247,7358,7247
7.253,7358,7253
7.26,7324,7260
7.267,7331,7267
7.273,7331,7273
7.28,7366,7280
7.287,7361,7287
7.293,7361,7293
7.3,7335,7300
7.307,7345,7307
7.313,7345,7313
7.32,7367,7320
7.327,7373,7327
7.333,7373,7333
7.34,7356,7340
7.347,7332,7347
7.353,7332,7353
7.36,7334,7360
7.367,7361,7367
7.373,7361,7373
7.38,7368,7380
7.387,7356,7387
7.393,7356,7393
7.4,7354,7400
7.407,7364,7407
7.413,7364,7413
7.42,7369,7420
7.427,7381,7427
7.433,7381,7433
7.44,7390,7440
7.447,7372,7447
7.453,7372,7453
7.46,7373,7460
7.467,7384,7467
7.473,7384,7473
7.48,7376,7480
7.487,7368,7487
7.493,7368,7493
7.5,7358,7500
7.507,7370,7507
7.513,7370,7513
7.52,7385,7520
7.527,7391,7527
7.533,7391,7533
7.54,7366,7540
7.547,7364,7547
7.553,7364,7553
7.56,7384,7560
7.567,7385,7567
7.573,7385,7573
7.58,7372,7580
7.587,7372,7587
7.593,7372,7593
7.6,7371,7600
7.607,7358,7607
7.613,7358,7613
7.62,7366,7620
7.627,7377,7627
7.633,7377,7633
7.64,7400,7640
7.647,7395,7647
7.653,7395,7653
7.66,7382,7660
7.667,7382,7667
7.673,7382,7673
7.68,7406,7680
7.687,7437,7687
7.693,7437,7693
7.7,7430,7700
7.707,7425,7707
7.713,7425,7713
7.72,7409,7720
7.727,7397,7727
7.733,7397,7733
7.74,7399,7740
7.747,7409,7747
7.753,7409,7753
7.76,7420,7760
7.767,7405,7767
7.773,7405,7773
7.78,7327,7780
7.787,7341,7787
7.793,7341,7793
7.8,7452,7800
7.807,7431,7807
7.813,7431,7813
7.82,7329,7820
7.827,7328,7827
7.833,7328,7833
7.84,7402,7840
7.847,7411,7847
7.853,7411,7853
7.86,7377,7860
7.867,7347,7867
7.873,7347,7873
7.88,7341,7880
7.887,7382,7887
7.893,7382,7893
7.9,7434,7900
7.907,7409,7907
7.913,7409,7913
7.92,7346,7920
7.927,7324,7927
7.933,7324,7933
7.94,7391,7940
7.947,7428,7947
7.953,7428,7953
7.96,7361,7960
7.967,7326,7967
7.973,7326,7973
7.98,7361,7980
7.987,7392,7987
7.993,7392,7993
8,7378,8000
8.007,7342,8007
8.013,7342,8013
8.02,7340,8020
8.027,7353,8027
8.033,7353,8033
8.04,7375,8040
8.047,7369,8047
8.053,7369,8053
8.06,7331,8060
8.067,7331,8067
8.073,7331,8073
8.08,7362,8080
8.087,7362,8087
8.093,7362,8093
8.1,7343,8100
8.107,7349,8107
8.113,7349,8113
8.12,7345,8120
8.127,7348,8127
8.133,7348,8133
8.14,7356,8140
8.147,7330,8147
8.153,7330,8153
8.16,7325,8160
8.167,7357,8167
8.173,7357,8173
8.18,7332,8180
8.187,7323,8187
8.193,7323,8193
8.2,7339,8200
8.207,7338,8207
8.213,7338,8213
8.22,7334,8220
8.227,7337,8227
8.233,7337,8233
8.24,7339,8240
8.247,7326,8247
8.253,7326,8253
8.26,7315,8260
8.267,7348,8267
8.273,7348,8273
8.28,7347,8280
8.287,7313,8287
8.293,7313,8293
8.3,7292,8300
8.307,7327,8307
8.313,7327,8313
8.32,7349,8320
8.327,7317,8327
8.333,7317,8333
8.34,7294,8340
8.347,7332,8347
8.353,7332,8353
8.36,7328,8360
8.367,7288,8367
8.373,7288,8373
8.38,7284,8380
8.387,7296,8387
8.393,7296,8393
8.4,7317,8400
8.407,7313,8407
8.413,7313,8413
8.42,7296,8420
8.427,7278,8427
8.433,7278,8433
8.44,7282,8440
8.447,7296,8447
8.453,7296,8453
8.46,7309,8460
8.467,7285,8467
8.473,7285,8473
8.48,7235,8480
8.487,7272,8487
8.493,7272,8493
8.5,7306,8500
8.507,7259,8507
8.513,7259,8513
8.52,7229,8520
8.527,7285,8527
8.533,7285,8533
8.54,7320,8540
8.547,7288,8547
8.553,7288,8553
8.56,7261,8560
8.567,7294,8567
8.573,7294,8573
8.58,7328,8580
8.587,7305,8587
8.593,7305,8593
8.6,7262,8600
8.607,7250,8607
8.613,7250,8613
8.62,7284,8620
8.627,7290,8627
8.633,7290,8633
8.64,7257,8640
8.647,7245,8647
8.653,7245,8653
8.66,7259,8660
8.667,7258,8667
8.673,7258,8673
8.68,7232,8680
8.687,7245,8687
8.693,7245,8693
8.7,7248,8700
8.707,7226,8707
8.713,7226,8713
8.72,7199,8720
8.727,7211,8727
8.733,7211,8733
8.74,7238,8740
8.747,7213,8747
8.753,7213,8753
8.76,7167,8760
8.767,7171,8767
8.773,7171,8773
8.78,7192,8780
8.787,7186,8787
8.793,7186,8793
8.8,7172,8800
8.807,7184,8807
8.813,7184,8813
8.82,7170,8820
8.827,7149,8827
8.833,7149,8833
8.84,7142,8840
8.847,7135,8847
8.853,7135,8853
8.86,7144,8860
8.867,7154,8867
8.873,7154,8873
8.88,7123,8880
8.887,7113,8887
8.893,7113,8893
8.9,7119,8900
8.907,7124,8907
8.913,7124,8913
8.92,7114,8920
8.927,7098,8927
8.933,7098,8933
8.94,7095,8940
8.947,7070,8947
8.953,7070,8953
8.96,7067,8960
8.967,7090,8967
8.973,7090,8973
8.98,7068,8980
8.987,7035,8987
8.993,7035,8993
9,7030,9000
9.007,7017,9007
9.013,7017,9013
9.02,6994,9020
9.027,6992,9027
9.033,6992,9033
9.04,6990,9040
9.047,6922,9047
9.053,6922,9053
9.06,6842,9060
9.067,6804,9067
9.073,6804,9073
9.08,6757,9080
9.087,6717,9087
9.093,6717,9093
9.1,6685,9100
9.107,6760,9107
9.113,6760,9113
9.12,7004,9120
9.127,7071,9127
9.133,7071,9133
9.14,7006,9140
9.147,6951,9147
9.153,6951,9153
9.16,6891,9160
9.167,6848,9167
9.173,6848,9173
9.18,6797,9180
9.187,6752,9187
9.193,6752,9193
9.2,6688,9200
9.207,6648,9207
9.213,6648,9213
9.22,6628,9220
9.227,6688,9227
9.233,6688,9233
9.24,6813,9240
9.247,6831,9247
9.253,6831,9253
9.26,6763,9260
9.267,6711,9267
9.273,6711,9273
9.28,6657,9280
9.287,6627,9287
9.293,6627,9293
9.3,6645,9300
9.307,6682,9307
9.313,6682,9313
9.32,6699,9320
9.327,6669,9327
9.333,6669,9333
9.34,6614,9340
9.347,6572,9347
9.353,6572,9353
9.36,6524,9360
9.367,6485,9367
9.373,6485,9373
9.38,6433,9380
9.387,6385,9387
9.393,6385,9393
9.4,6320,9400
9.407,6261,9407
9.413,6261,9413
9.42,6204,9420
9.427,6175,9427
